fips,year,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
01001,1995,352,377,444,606,729
01001,1996,364,389,459,626,753
01001,1997,375,401,473,645,776
01001,1998,385,412,486,662,797
01001,1999,393,420,496,675,813
01001,2000,395,422,499,679,818
01001,2001,402,429,507,691,832
01001,2002,414,441,522,711,856
01001,2003,424,453,535,729,878
01001,2004,425,454,537,731,881
01001,2005,440,517,583,776,1020
01001,2006,450,532,599,794,1049
01001,2007,468,553,623,826,1091
01001,2008,496,586,660,875,1156
01001,2009,530,627,706,936,1236
01001,2010,552,653,735,975,1287
01001,2011,552,653,735,975,1287
01001,2012,543,642,723,959,1266
01001,2013,629,665,790,1086,1291
01001,2014,566,597,710,976,1161
01001,2015,628,663,788,1084,1288
01001,2016,565,647,788,1029,1336
01001,2017,587,682,822,1054,1425
01001,2018,588,691,829,1055,1451
01001,2019,581,696,825,1043,1436
01001,2020,583,702,830,1047,1425
01001,2021,640,766,908,1148,1520
01001,2022,643,764,914,1156,1494
01001,2023,716,817,977,1241,1595
01003,1995,311,347,398,535,628
01003,1996,321,358,411,553,649
01003,1997,331,369,423,570,668
01003,1998,370,413,473,637,747
01003,1999,377,421,482,649,762
01003,2000,379,423,485,653,766
01003,2001,385,430,493,664,779
01003,2002,396,442,507,683,802
01003,2003,406,454,521,701,822
01003,2004,407,455,523,703,825
01003,2005,464,488,561,736,872
01003,2006,433,521,619,821,940
01003,2007,450,542,644,854,978
01003,2008,480,577,686,910,1041
01003,2009,512,616,733,972,1113
01003,2010,534,643,764,1013,1160
01003,2011,534,643,764,1013,1160
01003,2012,483,581,691,916,1049
01003,2013,472,615,729,1074,1261
01003,2014,536,698,827,1219,1431
01003,2015,494,643,762,1123,1318
01003,2016,719,754,873,1272,1472
01003,2017,807,847,977,1422,1634
01003,2018,729,762,879,1280,1471
01003,2019,756,773,888,1252,1501
01003,2020,744,749,916,1251,1566
01003,2021,718,723,922,1249,1584
01003,2022,772,777,1017,1348,1715
01003,2023,924,928,1206,1534,1971
01005,1995,154,220,282,390,462
01005,1996,234,278,332,430,492
01005,1997,237,281,336,435,498
01005,1998,242,287,343,444,509
01005,1999,245,291,347,450,516
01005,2000,245,291,347,450,516
01005,2001,247,294,350,454,521
01005,2002,253,302,359,466,535
01005,2003,261,311,370,480,550
01005,2004,261,311,370,480,550
01005,2005,353,354,425,526,542
01005,2006,363,364,437,541,557
01005,2007,378,379,455,563,580
01005,2008,403,404,485,600,618
01005,2009,430,431,518,641,660
01005,2010,448,449,539,667,687
01005,2011,448,449,539,667,687
01005,2012,415,416,499,618,636
01005,2013,429,432,584,727,780
01005,2014,428,431,583,726,779
01005,2015,492,495,670,834,895
01005,2016,472,475,636,789,872
01005,2017,501,505,671,839,958
01005,2018,491,494,657,824,929
01005,2019,500,503,666,838,941
01005,2020,477,481,633,789,925
01005,2021,488,492,648,806,907
01005,2022,532,536,705,871,980
01005,2023,558,562,740,941,994
01007,1995,176,241,321,441,528
01007,1996,234,278,332,447,536
01007,1997,237,281,336,452,542
01007,1998,242,287,343,462,554
01007,1999,245,291,347,468,561
01007,2000,245,291,347,468,561
01007,2001,247,294,350,473,567
01007,2002,253,302,359,485,582
01007,2003,261,311,370,500,599
01007,2004,261,311,370,500,599
01007,2005,352,368,431,540,556
01007,2006,469,521,581,737,759
01007,2007,487,542,604,766,789
01007,2008,557,619,690,876,901
01007,2009,563,626,698,886,912
01007,2010,593,659,735,933,960
01007,2011,634,705,786,997,1027
01007,2012,605,673,750,952,980
01007,2013,554,662,785,1031,1160
01007,2014,524,627,743,976,1098
01007,2015,545,652,773,1015,1142
01007,2016,613,726,840,1134,1250
01007,2017,665,751,866,1163,1298
01007,2018,692,768,882,1176,1315
01007,2019,706,763,873,1154,1282
01007,2020,804,861,986,1291,1425
01007,2021,817,871,1002,1303,1409
01007,2022,765,820,943,1220,1316
01007,2023,866,942,1075,1376,1494
01009,1995,329,372,433,586,651
01009,1996,340,384,447,605,672
01009,1997,350,395,460,623,692
01009,1998,359,405,472,640,710
01009,1999,366,413,481,653,724
01009,2000,395,446,519,705,781
01009,2001,402,454,528,717,794
01009,2002,414,467,543,738,817
01009,2003,424,479,557,756,837
01009,2004,425,481,559,758,840
01009,2005,456,518,577,741,763
01009,2006,469,521,581,737,759
01009,2007,487,542,604,766,789
01009,2008,557,619,690,876,901
01009,2009,563,626,698,886,912
01009,2010,593,659,735,933,960
01009,2011,634,705,786,997,1027
01009,2012,605,673,750,952,980
01009,2013,554,662,785,1031,1160
01009,2014,524,627,743,976,1098
01009,2015,545,652,773,1015,1142
01009,2016,613,726,840,1134,1250
01009,2017,665,751,866,1163,1298
01009,2018,692,768,882,1176,1315
01009,2019,706,763,873,1154,1282
01009,2020,804,861,986,1291,1425
01009,2021,817,871,1002,1303,1409
01009,2022,765,820,943,1220,1316
01009,2023,866,942,1075,1376,1494
01011,1995,204,223,258,324,424
01011,1996,234,278,332,430,492
01011,1997,237,281,336,435,498
01011,1998,242,287,343,444,509
01011,1999,245,291,347,450,516
01011,2000,245,291,347,450,516
01011,2001,247,294,350,454,521
01011,2002,253,302,359,466,535
01011,2003,261,311,370,480,550
01011,2004,261,311,370,480,550
01011,2005,313,354,434,520,560
01011,2006,322,365,447,536,577
01011,2007,335,379,465,557,600
01011,2008,356,403,494,592,637
01011,2009,381,431,528,633,681
01011,2010,397,449,550,659,710
01011,2011,397,449,550,659,710
01011,2012,360,407,499,598,644
01011,2013,469,493,584,772,1034
01011,2014,454,477,566,748,1002
01011,2015,481,505,599,791,1061
01011,2016,451,454,569,829,985
01011,2017,491,494,621,853,856
01011,2018,483,483,606,822,825
01011,2019,492,501,628,832,887
01011,2020,474,484,612,809,878
01011,2021,532,549,705,877,1034
01011,2022,589,602,783,968,1158
01011,2023,620,631,820,999,1229
01013,1995,175,219,289,374,406
01013,1996,234,278,332,430,492
01013,1997,237,281,336,435,498
01013,1998,242,287,343,444,509
01013,1999,245,291,347,450,516
01013,2000,245,291,347,450,516
01013,2001,247,294,350,454,521
01013,2002,253,302,359,466,535
01013,2003,261,311,370,480,550
01013,2004,261,311,370,480,550
01013,2005,313,354,434,520,560
01013,2006,322,365,447,536,577
01013,2007,335,379,465,557,600
01013,2008,356,403,494,592,637
01013,2009,381,431,528,633,681
01013,2010,397,449,550,659,710
01013,2011,397,449,550,659,710
01013,2012,360,407,499,598,644
01013,2013,442,445,584,848,871
01013,2014,428,431,566,822,844
01013,2015,453,456,599,870,894
01013,2016,422,425,569,800,831
01013,2017,464,467,621,849,1094
01013,2018,453,456,606,809,985
01013,2019,473,476,628,814,1103
01013,2020,474,521,612,782,993
01013,2021,479,556,634,789,930
01013,2022,530,619,705,871,1043
01013,2023,576,664,761,926,1022
01015,1995,202,271,342,478,541
01015,1996,239,283,353,494,559
01015,1997,246,291,364,509,576
01015,1998,253,299,374,522,591
01015,1999,258,305,381,532,603
01015,2000,259,307,383,535,606
01015,2001,263,312,390,544,616
01015,2002,271,321,401,560,634
01015,2003,278,329,412,574,650
01015,2004,279,330,413,576,652
01015,2005,336,371,461,609,716
01015,2006,346,382,474,626,736
01015,2007,359,397,493,651,766
01015,2008,383,423,526,695,817
01015,2009,410,452,562,742,873
01015,2010,426,471,585,773,909
01015,2011,426,471,585,773,909
01015,2012,461,509,632,835,981
01015,2013,463,484,636,822,855
01015,2014,494,516,679,877,913
01015,2015,491,513,675,872,908
01015,2016,445,476,637,810,896
01015,2017,437,474,630,818,918
01015,2018,477,511,679,887,1035
01015,2019,457,513,676,886,1031
01015,2020,468,531,700,910,1072
01015,2021,482,549,723,944,1094
01015,2022,562,565,744,988,1111
01015,2023,605,609,802,1088,1178
01017,1995,162,261,295,376,486
01017,1996,234,278,332,430,493
01017,1997,237,281,336,435,499
01017,1998,242,287,343,444,510
01017,1999,245,291,347,450,517
01017,2000,245,291,347,450,517
01017,2001,247,294,350,454,522
01017,2002,253,302,359,466,536
01017,2003,261,311,370,480,551
01017,2004,261,311,370,480,551
01017,2005,337,366,406,551,568
01017,2006,361,392,435,590,609
01017,2007,376,408,453,615,634
01017,2008,399,433,481,653,673
01017,2009,427,463,514,697,719
01017,2010,445,483,536,727,750
01017,2011,445,483,536,727,750
01017,2012,432,469,521,707,729
01017,2013,460,463,627,781,932
01017,2014,452,455,616,767,915
01017,2015,511,514,696,867,1034
01017,2016,426,547,667,828,914
01017,2017,476,601,751,940,1035
01017,2018,440,556,676,846,932
01017,2019,467,579,691,868,958
01017,2020,486,593,683,887,977
01017,2021,534,620,744,956,1046
01017,2022,655,659,861,1074,1168
01017,2023,688,692,911,1109,1224
01019,1995,155,237,283,388,436
01019,1996,234,278,332,430,492
01019,1997,237,281,336,435,498
01019,1998,242,287,343,444,509
01019,1999,245,291,347,450,516
01019,2000,245,291,347,450,516
01019,2001,247,294,350,454,521
01019,2002,253,302,359,466,535
01019,2003,261,311,370,480,550
01019,2004,261,311,370,480,550
01019,2005,369,370,445,530,547
01019,2006,380,381,458,545,563
01019,2007,395,396,476,567,585
01019,2008,418,419,504,600,619
01019,2009,446,447,538,641,661
01019,2010,464,465,560,667,688
01019,2011,464,465,560,667,688
01019,2012,414,415,499,594,613
01019,2013,469,487,584,861,871
01019,2014,454,472,566,834,844
01019,2015,481,500,599,883,894
01019,2016,422,425,569,791,993
01019,2017,464,467,621,884,887
01019,2018,453,456,606,854,857
01019,2019,472,475,628,846,849
01019,2020,462,465,612,826,829
01019,2021,479,481,634,877,880
01019,2022,530,536,705,982,1006
01019,2023,574,584,759,959,1097
01021,1995,239,242,311,389,436
01021,1996,242,278,332,430,492
01021,1997,245,281,336,435,498
01021,1998,250,287,343,444,509
01021,1999,253,291,347,450,516
01021,2000,253,291,347,450,516
01021,2001,256,294,350,454,521
01021,2002,263,302,359,466,535
01021,2003,271,311,370,480,550
01021,2004,271,311,370,480,550
01021,2005,290,401,446,560,642
01021,2006,298,413,459,577,661
01021,2007,310,429,477,599,686
01021,2008,353,488,543,682,781
01021,2009,377,521,580,728,835
01021,2010,398,550,612,769,881
01021,2011,398,550,612,769,881
01021,2012,360,498,554,696,797
01021,2013,419,471,594,795,1052
01021,2014,399,449,566,758,1002
01021,2015,423,475,599,802,1061
01021,2016,430,487,569,829,993
01021,2017,484,538,621,904,1094
01021,2018,506,551,633,921,1115
01021,2019,517,549,628,908,1103
01021,2020,594,627,714,1030,1122
01021,2021,595,625,713,1020,1061
01021,2022,583,619,705,978,982
01021,2023,617,634,755,1036,1040
01023,1995,159,219,258,328,362
01023,1996,234,278,332,430,492
01023,1997,237,281,336,435,498
01023,1998,242,287,343,444,509
01023,1999,245,291,347,450,516
01023,2000,245,291,347,450,516
01023,2001,247,294,350,454,521
01023,2002,253,302,359,466,535
01023,2003,261,311,370,480,550
01023,2004,261,311,370,480,550
01023,2005,325,343,392,497,664
01023,2006,361,381,435,552,737
01023,2007,376,396,453,574,767
01023,2008,399,421,481,610,815
01023,2009,426,450,514,652,871
01023,2010,444,469,536,680,908
01023,2011,444,469,536,680,908
01023,2012,531,560,640,812,1084
01023,2013,547,551,745,928,1111
01023,2014,508,511,692,862,1032
01023,2015,520,523,708,882,1056
01023,2016,491,494,661,820,965
01023,2017,512,515,685,857,978
01023,2018,506,509,677,849,957
01023,2019,498,501,663,831,937
01023,2020,466,469,618,770,844
01023,2021,479,481,634,789,910
01023,2022,530,536,705,871,1182
01023,2023,560,562,740,921,1260
01025,1995,217,219,288,380,473
01025,1996,234,278,332,430,492
01025,1997,237,281,336,435,498
01025,1998,242,287,343,444,509
01025,1999,245,291,347,450,516
01025,2000,245,291,347,450,516
01025,2001,247,294,350,454,521
01025,2002,253,302,359,466,535
01025,2003,261,311,370,480,550
01025,2004,261,311,370,480,550
01025,2005,274,379,422,505,742
01025,2006,282,391,435,521,765
01025,2007,294,407,453,542,796
01025,2008,312,432,481,576,846
01025,2009,334,462,514,615,904
01025,2010,348,481,536,642,942
01025,2011,348,481,536,642,942
01025,2012,324,448,499,597,877
01025,2013,449,452,584,815,868
01025,2014,436,438,566,790,842
01025,2015,461,464,599,836,891
01025,2016,468,492,569,800,922
01025,2017,513,538,621,896,1003
01025,2018,483,528,606,881,978
01025,2019,492,538,628,908,927
01025,2020,474,507,612,883,980
01025,2021,479,493,634,907,930
01025,2022,530,550,705,1001,1207
01025,2023,560,573,740,1052,1260
01027,1995,192,195,258,336,426
01027,1996,234,278,332,430,492
01027,1997,237,281,336,435,498
01027,1998,242,287,343,444,509
01027,1999,245,291,347,450,516
01027,2000,245,291,347,450,516
01027,2001,247,294,350,454,521
01027,2002,253,302,359,466,535
01027,2003,261,311,370,480,550
01027,2004,261,311,370,480,550
01027,2005,352,353,423,523,651
01027,2006,362,363,435,538,669
01027,2007,377,378,453,560,697
01027,2008,400,402,481,595,740
01027,2009,428,429,514,635,791
01027,2010,446,448,536,662,825
01027,2011,446,448,536,662,825
01027,2012,415,417,499,617,768
01027,2013,434,437,584,783,786
01027,2014,421,424,566,759,762
01027,2015,445,448,599,803,806
01027,2016,439,460,569,806,831
01027,2017,513,538,621,884,887
01027,2018,513,528,606,881,1067
01027,2019,535,549,628,908,1103
01027,2020,482,538,612,882,1075
01027,2021,479,556,634,868,1060
01027,2022,495,609,705,961,1120
01027,2023,520,626,740,1001,1154
01029,1995,158,218,291,389,408
01029,1996,234,278,332,430,492
01029,1997,237,281,336,435,498
01029,1998,242,287,343,444,509
01029,1999,245,291,347,450,516
01029,2000,245,291,347,450,516
01029,2001,247,294,350,454,521
01029,2002,253,302,359,466,535
01029,2003,261,311,370,480,550
01029,2004,261,311,370,480,550
01029,2005,355,356,427,523,651
01029,2006,365,366,439,538,669
01029,2007,380,381,457,560,697
01029,2008,405,406,487,597,743
01029,2009,432,434,520,637,793
01029,2010,450,452,542,664,827
01029,2011,450,451,541,663,825
01029,2012,416,418,501,614,764
01029,2013,485,488,660,822,882
01029,2014,438,441,597,744,798
01029,2015,510,514,695,866,929
01029,2016,470,473,633,786,868
01029,2017,495,498,662,828,947
01029,2018,473,476,633,794,1041
01029,2019,472,475,628,824,1103
01029,2020,462,465,612,863,1075
01029,2021,479,481,634,892,968
01029,2022,530,564,705,974,1043
01029,2023,561,594,741,966,1110
01031,1995,230,324,421,585,657
01031,1996,234,329,427,594,667
01031,1997,237,333,432,601,675
01031,1998,242,340,441,614,689
01031,1999,245,344,447,622,698
01031,2000,245,344,447,622,698
01031,2001,247,347,451,628,705
01031,2002,253,356,463,644,723
01031,2003,261,367,477,663,744
01031,2004,261,367,477,663,744
01031,2005,338,386,437,598,767
01031,2006,348,397,450,616,790
01031,2007,362,413,468,640,821
01031,2008,383,438,496,679,870
01031,2009,410,468,530,725,930
01031,2010,427,487,552,755,969
01031,2011,426,487,551,754,967
01031,2012,405,463,524,717,920
01031,2013,488,491,630,854,883
01031,2014,463,466,598,811,838
01031,2015,477,480,616,835,863
01031,2016,461,463,584,849,969
01031,2017,546,552,661,962,1165
01031,2018,524,526,619,900,1090
01031,2019,555,558,680,983,1194
01031,2020,515,541,665,959,1168
01031,2021,522,551,692,990,1184
01031,2022,546,586,727,1033,1154
01031,2023,607,625,803,1141,1250
01033,1995,260,300,385,480,538
01033,1996,269,310,398,496,556
01033,1997,277,319,410,511,573
01033,1998,284,327,421,525,588
01033,1999,290,333,429,535,600
01033,2000,292,335,431,538,603
01033,2001,297,341,438,547,613
01033,2002,306,351,451,563,631
01033,2003,314,360,462,577,647
01033,2004,315,361,464,579,649
01033,2005,387,389,472,602,746
01033,2006,399,400,486,620,768
01033,2007,415,417,506,645,800
01033,2008,440,442,537,685,849
01033,2009,471,473,574,732,907
01033,2010,490,493,598,762,945
01033,2011,490,493,598,762,945
01033,2012,481,484,587,748,928
01033,2013,454,457,584,780,783
01033,2014,495,498,636,849,853
01033,2015,474,477,609,813,816
01033,2016,477,481,619,804,975
01033,2017,529,532,673,897,1091
01033,2018,526,529,669,887,1110
01033,2019,531,534,675,888,1130
01033,2020,498,565,714,913,1191
01033,2021,525,580,748,943,1213
01033,2022,525,575,751,935,1173
01033,2023,574,617,811,1000,1249
01035,1995,142,194,258,322,362
01035,1996,234,278,332,430,492
01035,1997,237,281,336,435,498
01035,1998,242,287,343,444,509
01035,1999,245,291,347,450,516
01035,2000,245,291,347,450,516
01035,2001,247,294,350,454,521
01035,2002,253,302,359,466,535
01035,2003,261,311,370,480,550
01035,2004,261,311,370,480,550
01035,2005,325,343,392,497,664
01035,2006,361,381,435,552,737
01035,2007,376,396,453,574,767
01035,2008,399,421,481,610,815
01035,2009,426,450,514,652,871
01035,2010,444,469,536,680,908
01035,2011,444,469,536,680,908
01035,2012,486,513,586,743,993
01035,2013,447,450,584,861,864
01035,2014,433,436,566,834,837
01035,2015,459,462,599,883,886
01035,2016,422,425,569,829,831
01035,2017,464,467,621,884,887
01035,2018,453,456,606,854,857
01035,2019,474,478,628,884,887
01035,2020,474,510,612,874,878
01035,2021,479,532,634,907,930
01035,2022,530,619,705,982,1043
01035,2023,560,655,740,1008,1109
01037,1995,157,217,288,389,404
01037,1996,234,278,332,430,492
01037,1997,237,281,336,435,498
01037,1998,242,287,343,444,509
01037,1999,245,291,347,450,516
01037,2000,245,291,347,450,516
01037,2001,247,294,350,454,521
01037,2002,253,302,359,466,535
01037,2003,261,311,370,480,550
01037,2004,261,311,370,480,550
01037,2005,341,377,420,569,639
01037,2006,353,391,435,589,662
01037,2007,368,407,453,614,689
01037,2008,391,432,481,652,732
01037,2009,417,462,514,696,782
01037,2010,435,481,536,726,815
01037,2011,435,481,536,726,815
01037,2012,425,471,524,710,797
01037,2013,469,493,584,727,780
01037,2014,454,477,566,705,756
01037,2015,481,505,599,746,801
01037,2016,444,447,579,780,794
01037,2017,540,543,683,912,976
01037,2018,502,502,630,849,891
01037,2019,508,511,676,857,955
01037,2020,499,503,662,825,949
01037,2021,520,523,689,857,1011
01037,2022,550,563,732,905,1083
01037,2023,579,589,766,932,1148
01039,1995,213,242,272,375,443
01039,1996,234,278,332,430,492
01039,1997,237,281,336,435,498
01039,1998,242,287,343,444,509
01039,1999,245,291,347,450,516
01039,2000,245,291,347,450,516
01039,2001,247,294,350,454,521
01039,2002,253,302,359,466,535
01039,2003,261,311,370,480,550
01039,2004,261,311,370,480,550
01039,2005,336,337,404,551,568
01039,2006,362,363,435,593,612
01039,2007,377,378,453,618,637
01039,2008,400,401,481,656,676
01039,2009,428,429,514,701,723
01039,2010,446,447,536,731,754
01039,2011,446,447,536,731,754
01039,2012,415,416,499,681,702
01039,2013,448,451,584,844,937
01039,2014,435,437,566,818,908
01039,2015,460,463,599,866,961
01039,2016,422,425,569,758,993
01039,2017,464,467,621,820,1094
01039,2018,453,456,606,801,1067
01039,2019,485,488,628,842,1093
01039,2020,474,489,612,818,1019
01039,2021,479,499,634,846,1044
01039,2022,530,536,705,929,1145
01039,2023,558,562,740,986,1214
01041,1995,194,217,258,322,362
01041,1996,234,278,332,430,492
01041,1997,237,281,336,435,498
01041,1998,242,287,343,444,509
01041,1999,245,291,347,450,516
01041,2000,245,291,347,450,516
01041,2001,247,294,350,454,521
01041,2002,253,302,359,466,535
01041,2003,261,311,370,480,550
01041,2004,261,311,370,480,550
01041,2005,313,354,434,520,560
01041,2006,322,365,447,536,577
01041,2007,335,379,465,557,600
01041,2008,356,403,494,592,637
01041,2009,381,431,528,633,681
01041,2010,397,449,550,659,710
01041,2011,397,449,550,659,710
01041,2012,374,424,519,622,670
01041,2013,429,432,584,823,871
01041,2014,422,425,575,811,858
01041,2015,440,443,599,845,894
01041,2016,422,425,569,759,930
01041,2017,477,480,621,818,1029
01041,2018,456,459,606,773,971
01041,2019,472,475,628,787,966
01041,2020,462,465,612,763,904
01041,2021,479,481,634,789,930
01041,2022,530,536,705,871,1043
01041,2023,560,562,740,901,994
01043,1995,228,272,321,434,527
01043,1996,234,278,332,440,535
01043,1997,237,281,336,445,541
01043,1998,242,287,343,455,553
01043,1999,245,291,347,461,560
01043,2000,245,291,347,461,560
01043,2001,247,294,350,466,566
01043,2002,253,302,359,478,581
01043,2003,261,311,370,492,598
01043,2004,261,311,370,492,598
01043,2005,368,379,444,597,614
01043,2006,379,390,457,615,632
01043,2007,394,406,475,639,657
01043,2008,417,430,503,677,696
01043,2009,446,459,538,724,744
01043,2010,464,478,560,753,774
01043,2011,464,478,560,753,774
01043,2012,425,438,513,690,709
01043,2013,472,481,588,741,786
01043,2014,463,472,577,727,771
01043,2015,490,500,611,770,817
01043,2016,441,482,604,759,828
01043,2017,492,521,652,832,899
01043,2018,472,500,619,817,843
01043,2019,497,535,662,892,895
01043,2020,469,525,645,871,874
01043,2021,494,541,665,898,902
01043,2022,559,607,747,1009,1013
01043,2023,627,655,815,1097,1125
01045,1995,278,285,353,487,494
01045,1996,287,294,365,503,510
01045,1997,296,303,376,518,525
01045,1998,304,311,386,532,539
01045,1999,310,317,394,542,550
01045,2000,312,319,396,545,553
01045,2001,317,324,403,554,562
01045,2002,326,333,415,570,578
01045,2003,334,342,425,584,593
01045,2004,335,343,426,586,595
01045,2005,317,387,435,587,669
01045,2006,336,388,435,628,762
01045,2007,350,404,453,654,793
01045,2008,372,429,481,695,842
01045,2009,397,458,514,742,900
01045,2010,414,478,536,774,939
01045,2011,414,478,536,774,939
01045,2012,386,445,499,721,874
01045,2013,390,458,585,852,1024
01045,2014,377,443,566,825,990
01045,2015,400,470,600,874,1050
01045,2016,374,449,580,833,1013
01045,2017,414,500,635,891,1119
01045,2018,403,486,614,840,1081
01045,2019,477,501,629,850,1105
01045,2020,498,501,612,829,1075
01045,2021,523,526,634,890,1098
01045,2022,595,599,705,1001,1207
01045,2023,633,636,740,1052,1260
01047,1995,220,232,310,415,434
01047,1996,234,278,332,430,492
01047,1997,237,281,336,435,498
01047,1998,242,287,343,444,509
01047,1999,245,291,347,450,516
01047,2000,245,291,347,450,516
01047,2001,247,294,350,454,521
01047,2002,253,302,359,466,535
01047,2003,261,311,370,480,550
01047,2004,261,311,370,480,550
01047,2005,281,390,433,546,586
01047,2006,289,402,446,562,603
01047,2007,301,418,464,585,628
01047,2008,319,442,491,619,664
01047,2009,341,473,525,662,710
01047,2010,355,493,547,690,740
01047,2011,355,493,547,690,740
01047,2012,331,460,510,643,690
01047,2013,391,453,613,784,999
01047,2014,361,418,566,724,923
01047,2015,382,443,599,766,977
01047,2016,409,453,569,747,981
01047,2017,476,514,621,820,1021
01047,2018,474,517,606,813,933
01047,2019,507,524,628,812,890
01047,2020,489,503,618,783,837
01047,2021,492,498,646,804,876
01047,2022,529,561,738,912,1001
01047,2023,597,600,790,961,1061
01049,1995,161,236,293,366,470
01049,1996,234,278,332,430,492
01049,1997,237,281,336,435,498
01049,1998,242,287,343,444,509
01049,1999,245,291,347,450,516
01049,2000,245,291,347,450,516
01049,2001,247,294,350,454,521
01049,2002,253,302,359,466,535
01049,2003,261,311,370,480,550
01049,2004,261,311,370,480,550
01049,2005,314,334,421,560,576
01049,2006,325,345,435,579,595
01049,2007,338,359,453,602,620
01049,2008,359,381,481,640,658
01049,2009,383,408,514,684,703
01049,2010,400,425,536,713,733
01049,2011,400,425,536,713,733
01049,2012,372,396,499,664,683
01049,2013,347,451,584,730,931
01049,2014,350,455,589,736,939
01049,2015,418,543,703,879,1121
01049,2016,447,456,595,738,816
01049,2017,597,601,797,1001,1099
01049,2018,537,541,717,901,989
01049,2019,484,487,646,833,891
01049,2020,462,465,612,818,884
01049,2021,418,492,634,852,936
01049,2022,468,555,705,953,1054
01049,2023,560,579,740,1015,1153
01051,1995,352,377,444,606,729
01051,1996,364,389,459,626,753
01051,1997,375,401,473,645,776
01051,1998,385,412,486,662,797
01051,1999,393,420,496,675,813
01051,2000,395,422,499,679,818
01051,2001,402,429,507,691,832
01051,2002,414,441,522,711,856
01051,2003,424,453,535,729,878
01051,2004,425,454,537,731,881
01051,2005,440,517,583,776,1020
01051,2006,450,532,599,794,1049
01051,2007,468,553,623,826,1091
01051,2008,496,586,660,875,1156
01051,2009,530,627,706,936,1236
01051,2010,552,653,735,975,1287
01051,2011,552,653,735,975,1287
01051,2012,543,642,723,959,1266
01051,2013,629,665,790,1086,1291
01051,2014,566,597,710,976,1161
01051,2015,628,663,788,1084,1288
01051,2016,565,647,788,1029,1336
01051,2017,587,682,822,1054,1425
01051,2018,588,691,829,1055,1451
01051,2019,581,696,825,1043,1436
01051,2020,583,702,830,1047,1425
01051,2021,640,766,908,1148,1520
01051,2022,643,764,914,1156,1494
01051,2023,716,817,977,1241,1595
01053,1995,218,226,276,384,387
01053,1996,234,278,332,430,492
01053,1997,237,281,336,435,498
01053,1998,242,287,343,444,509
01053,1999,245,291,347,450,516
01053,2000,245,291,347,450,516
01053,2001,247,294,350,454,521
01053,2002,253,302,359,466,535
01053,2003,261,311,370,480,550
01053,2004,261,311,370,480,550
01053,2005,336,341,405,505,621
01053,2006,361,366,435,542,667
01053,2007,376,381,453,565,694
01053,2008,399,405,481,600,737
01053,2009,427,433,514,641,788
01053,2010,445,451,536,668,822
01053,2011,445,451,536,668,822
01053,2012,414,420,499,622,765
01053,2013,489,510,605,753,879
01053,2014,457,477,566,705,823
01053,2015,484,505,599,746,870
01053,2016,468,492,569,745,848
01053,2017,513,538,621,799,882
01053,2018,513,528,606,797,825
01053,2019,492,549,628,838,860
01053,2020,474,538,612,815,903
01053,2021,479,537,634,809,991
01053,2022,530,573,705,883,1160
01053,2023,560,606,740,946,1164
01055,1995,224,283,318,415,522
01055,1996,239,292,338,438,539
01055,1997,246,301,348,451,555
01055,1998,253,309,357,463,570
01055,1999,258,315,364,472,581
01055,2000,259,317,366,475,584
01055,2001,263,322,372,483,594
01055,2002,271,331,383,497,611
01055,2003,278,340,392,509,627
01055,2004,279,341,393,511,629
01055,2005,306,387,470,602,622
01055,2006,315,398,484,620,640
01055,2007,328,415,504,646,667
01055,2008,348,439,534,684,706
01055,2009,371,469,570,730,754
01055,2010,387,489,594,761,786
01055,2011,386,488,593,760,785
01055,2012,398,504,612,784,810
01055,2013,391,505,657,818,923
01055,2014,355,458,596,742,837
01055,2015,370,478,622,775,874
01055,2016,401,493,636,789,915
01055,2017,527,545,716,896,1028
01055,2018,494,497,661,829,972
01055,2019,497,500,662,836,969
01055,2020,523,527,693,877,985
01055,2021,557,560,717,902,1002
01055,2022,547,580,710,894,970
01055,2023,514,660,769,973,1033
01057,1995,207,229,281,361,392
01057,1996,234,278,332,430,492
01057,1997,237,281,336,435,498
01057,1998,242,287,343,444,509
01057,1999,245,291,347,450,516
01057,2000,245,291,347,450,516
01057,2001,247,294,350,454,521
01057,2002,253,302,359,466,535
01057,2003,261,311,370,480,550
01057,2004,261,311,370,480,550
01057,2005,235,272,358,522,630
01057,2006,285,331,435,634,766
01057,2007,297,344,453,660,797
01057,2008,316,366,481,701,847
01057,2009,337,391,514,749,905
01057,2010,352,407,536,781,943
01057,2011,352,407,536,781,943
01057,2012,327,379,499,728,878
01057,2013,469,493,584,766,1034
01057,2014,454,477,566,743,1002
01057,2015,481,505,599,786,1061
01057,2016,461,490,569,807,831
01057,2017,495,538,621,884,887
01057,2018,483,528,606,851,857
01057,2019,492,549,628,841,887
01057,2020,474,538,612,789,878
01057,2021,479,556,634,802,930
01057,2022,530,609,705,871,1043
01057,2023,560,655,740,924,1109
01059,1995,216,248,292,365,409
01059,1996,234,278,332,430,492
01059,1997,237,281,336,435,498
01059,1998,242,287,343,444,509
01059,1999,245,291,347,450,516
01059,2000,245,291,347,450,516
01059,2001,247,294,350,454,521
01059,2002,253,302,359,466,535
01059,2003,261,311,370,480,550
01059,2004,261,311,370,480,550
01059,2005,262,339,402,542,706
01059,2006,284,367,435,586,764
01059,2007,295,382,453,611,795
01059,2008,314,405,481,648,845
01059,2009,335,433,514,693,903
